make,model,year,color,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,city_kpl,price
Land Rover,Range Rover Evoque,2015,White,Petrol,240,4,Automatic,all wheel drive,2,C,Compact,2dr SUV,8.93,5760000.00
Land Rover,Range Rover Evoque,2015,Gray,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4830000.00
Land Rover,Range Rover Evoque,2015,Silver,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4830000.00
Land Rover,Range Rover Evoque,2015,Blue,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4110000.00
Land Rover,Range Rover Evoque,2015,Red,Petrol,240,4,Automatic,all wheel drive,2,C,Compact,2dr SUV,8.93,4510000.00
Land Rover,Range Rover Sport,2015,Black,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,7.23,6335000.00
Land Rover,Range Rover Sport,2015,White,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,7.23,6829500.00
Land Rover,Range Rover Sport,2015,Gray,Petrol,510,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,7999500.00
Land Rover,Range Rover Sport,2015,Silver,Petrol,550,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,11047500.00
Land Rover,Range Rover Sport,2015,Blue,Petrol,510,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,9249500.00
Land Rover,Range Rover Sport,2015,Red,Petrol,510,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,9249500.00
Land Rover,Range Rover,2015,Black,Petrol,340,6,Automatic,four wheel drive,4,J,Large,4dr SUV,7.23,8349500.00
Land Rover,Range Rover,2015,White,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,10199500.00
Land Rover,Range Rover,2015,Gray,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,10699500.00
Land Rover,Range Rover,2015,Silver,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,11884500.00
Land Rover,Range Rover,2015,Blue,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,18649500.00
Land Rover,Range Rover,2015,Red,Petrol,340,6,Automatic,four wheel drive,4,J,Large,4dr SUV,7.23,9899500.00
Land Rover,Discovery Sport,2016,Red,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3745500.00
Land Rover,Discovery Sport,2016,Black,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,4195500.00
Land Rover,Discovery Sport,2016,Silver,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,4595500.00
Land Rover,LR4,2016,Blue,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,5040000.00
Land Rover,LR4,2016,Red,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,5530000.00
Land Rover,LR4,2016,Black,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,6060000.00
Land Rover,Range Rover,2016,Black,Petrol,340,6,Automatic,four wheel drive,4,J,Large,4dr SUV,7.23,8495000.00
Land Rover,Range Rover,2016,White,Diesel,254,6,Automatic,four wheel drive,4,J,Large,4dr SUV,9.35,8645000.00
Land Rover,Range Rover,2016,Gray,Petrol,380,6,Automatic,four wheel drive,4,J,Large,4dr SUV,7.23,9195000.00
Land Rover,Range Rover,2016,Silver,Diesel,254,6,Automatic,four wheel drive,4,J,Large,4dr SUV,9.35,9345000.00
Land Rover,Range Rover,2016,Blue,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.95,10319500.00
Land Rover,Range Rover,2016,Red,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.95,10819500.00
Land Rover,Range Rover,2016,Silver,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.95,13999500.00
Land Rover,Range Rover,2016,White,Petrol,510,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.95,14499500.00
Land Rover,Range Rover Evoque,2016,Black,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4567500.00
Land Rover,Range Rover Evoque,2016,Silver,Petrol,240,4,Automatic,all wheel drive,2,C,Compact,2dr SUV,8.93,4667500.00
Land Rover,Range Rover Evoque,2016,Gray,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,5047500.00
Land Rover,Range Rover Evoque,2016,Red,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,5377500.00
Land Rover,Range Rover Evoque,2016,Blue,Petrol,240,4,Automatic,all wheel drive,2,C,Compact,2dr SUV,8.93,5377500.00
Land Rover,Range Rover Sport,2016,Black,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,7.23,6495000.00
Land Rover,Range Rover Sport,2016,White,Diesel,254,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,9.35,6645000.00
Land Rover,Range Rover Sport,2016,Gray,Petrol,340,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,7.23,6995000.00
Land Rover,Range Rover Sport,2016,Silver,Diesel,254,6,Automatic,four wheel drive,4,J,Midsize,4dr SUV,9.35,7145000.00
Land Rover,Range Rover Sport,2016,Blue,Petrol,510,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,7995000.00
Land Rover,Range Rover Sport,2016,Red,Petrol,510,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.95,8269500.00
Land Rover,Discovery Sport,2017,White,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,3769500.00
Land Rover,Discovery Sport,2017,Black,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,4219500.00
Land Rover,Discovery Sport,2017,Red,Petrol,240,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.50,4659500.00
Land Rover,Range Rover Evoque,2017,Black,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4180000.00
Land Rover,Range Rover Evoque,2017,White,Petrol,240,4,Automatic,all wheel drive,2,C,Compact,2dr SUV,8.93,4570000.00
Land Rover,Range Rover Evoque,2017,Gray,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,4580000.00
Land Rover,Range Rover Evoque,2017,Silver,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,5100000.00
Land Rover,Range Rover Evoque,2017,Blue,Petrol,240,4,Automatic,all wheel drive,2,J,Compact,Convertible SUV,8.50,5110000.00
Land Rover,Range Rover Evoque,2017,Red,Petrol,240,4,Automatic,all wheel drive,4,J,Compact,4dr SUV,8.93,5420000.00
Mercedes-Benz,E-Class,2015,White,Diesel,195,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,11.90,5180000.00
Mercedes-Benz,E-Class,2015,Blue,Diesel,195,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,11.90,5180000.00
Lexus,ES 350,2015,Black,Petrol,268,6,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,3770000.00
Lexus,ES 350,2015,White,Petrol,268,6,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,4044000.00
Lexus,GS 350,2015,Black,Petrol,306,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,5507000.00
Lexus,GS 350,2015,White,Petrol,306,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,4860000.00
Lexus,GS 350,2015,Gray,Petrol,306,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,5733000.00
Lexus,GS 350,2015,Red,Petrol,306,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,5085000.00
Mercedes-Benz,E-Class,2016,Black,Diesel,195,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,11.90,5265000.00
Lexus,GX 460,2015,Black,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,4948500.00
Lexus,GX 460,2015,White,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,6111500.00
Lexus,IS 250 C,2015,Black,Petrol,204,6,Automatic,rear wheel drive,2,S,Compact,Convertible,8.93,4336000.00
Lexus,IS 250,2015,Black,Petrol,204,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.93,3655000.00
Lexus,IS 250,2015,Red,Petrol,204,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.93,4144000.00
Lexus,IS 250,2015,Blue,Petrol,204,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.50,3908500.00
Lexus,IS 250,2015,Silver,Petrol,204,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.50,4369000.00
Lexus,IS 350 C,2015,White,Petrol,306,6,Automatic,rear wheel drive,2,S,Compact,Convertible,8.08,4764000.00
Lexus,IS 350,2015,Black,Petrol,306,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,4006500.00
Lexus,IS 350,2015,Silver,Petrol,306,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,4230000.00
Lexus,LS 460,2015,Black,Petrol,360,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,8230500.00
Lexus,LS 460,2015,White,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,8450000.00
Lexus,LS 460,2015,Silver,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7882000.00
Lexus,LS 460,2015,Gray,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7252000.00
Lexus,LS 460,2015,Red,Petrol,360,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,7546500.00
Lexus,LS 460,2015,Blue,Petrol,360,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,8750000.00
Lexus,LS 600h L,2015,Black,Petrol,438,8,Automatic,all wheel drive,4,F,Large,Sedan,8.08,12044000.00
Lexus,LX 570,2015,Black,Petrol,383,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,5.10,8318000.00
Lexus,NX 200t,2015,Black,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.93,3588000.00
Lexus,NX 200t,2015,Red,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3658000.00
Lexus,NX 200t,2015,Blue,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.93,3798000.00
Lexus,NX 200t,2015,Silver,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3448000.00
Mercedes-Benz,E-Class,2016,Red,Diesel,195,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,11.90,5265000.00
Nissan,Juke,2015,Black,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2524000.00
Lexus,RC 350,2015,Black,Petrol,306,6,Automatic,rear wheel drive,2,S,Midsize,Coupe,8.08,4279000.00
Lexus,RC 350,2015,White,Petrol,306,6,Automatic,all wheel drive,2,S,Midsize,Coupe,8.08,4502500.00
Lexus,RC F,2015,Black,Petrol,467,8,Automatic,rear wheel drive,2,S,Midsize,Coupe,6.80,6240000.00
Lexus,RX 350,2015,Black,Petrol,270,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,7.65,4097000.00
Lexus,RX 350,2015,Red,Petrol,270,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.65,5022000.00
Lexus,RX 350,2015,Blue,Petrol,270,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.65,4871000.00
Lexus,RX 350,2015,White,Petrol,270,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,7.65,4237000.00
Nissan,Juke,2015,Silver,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2025000.00
Nissan,Juke,2015,Blue,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2230000.00
Nissan,Juke,2016,Black,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2025000.00
Lexus,GX 460,2016,Black,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,5078000.00
Lexus,GX 460,2016,Red,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,6215500.00
Lexus,IS 200t,2016,Black,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,9.35,3732500.00
Lexus,ES 350,2016,Black,Petrol,268,6,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,3810000.00
Lexus,IS 300,2016,Black,Petrol,255,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,3970000.00
Lexus,IS 350,2016,Black,Petrol,306,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,4087000.00
Nissan,Juke,2016,Gray,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2230000.00
Lexus,LX 570,2016,Silver,Petrol,383,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,8888000.00
Lexus,IS 350,2016,Black,Petrol,306,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,4303500.00
Lexus,GS 200t,2016,Black,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,9.35,4561500.00
Lexus,NX 200t,2016,Gray,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3496500.00
Lexus,NX 200t,2016,White,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,9.35,3636500.00
Lexus,NX 200t,2016,Black,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3706500.00
Lexus,NX 200t,2016,Red,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,9.35,3846500.00
Nissan,Juke,2016,Blue,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2524000.00
Nissan,Juke,2017,Black,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2025000.00
Lexus,GS 350,2016,Black,Petrol,311,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.50,5000000.00
Lexus,GS 350,2016,Blue,Petrol,311,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,5047000.00
Lexus,GS 200t,2016,Red,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.93,5328500.00
Lexus,GS 350,2016,Red,Petrol,311,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,5411500.00
Lexus,RC 200t,2016,Black,Petrol,241,4,Automatic,rear wheel drive,2,S,Midsize,Coupe,9.35,3999500.00
Lexus,RC 300,2016,Black,Petrol,255,6,Automatic,all wheel drive,2,S,Midsize,Coupe,8.08,4261000.00
Lexus,RC 350,2016,Black,Petrol,306,6,Automatic,rear wheel drive,2,S,Midsize,Coupe,8.08,4278000.00
Lexus,RC 350,2016,Silver,Petrol,306,6,Automatic,all wheel drive,2,S,Midsize,Coupe,8.08,4501500.00
Lexus,RC F,2016,Silver,Petrol,467,8,Automatic,rear wheel drive,2,S,Midsize,Coupe,6.80,6280500.00
Lexus,RX 350,2016,Black,Petrol,295,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,4190000.00
Lexus,RX 350,2016,White,Petrol,295,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.08,4330000.00
Lexus,RX 350,2016,Gray,Petrol,295,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.08,4912500.00
Nissan,Juke,2017,Gray,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2255000.00
Nissan,Juke,2017,Blue,Petrol,188,4,Automatic,front wheel drive,4,B,Compact,4dr Hatchback,11.90,2524000.00
Scion,iM,2016,Red,Petrol,137,4,Automatic,front wheel drive,4,C,Compact,4dr Hatchback,11.90,1920000.00
Subaru,Impreza,2015,Black,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2149500.00
Lexus,LS 460,2016,Black,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7252000.00
Lexus,LS 460,2016,Blue,Petrol,360,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,7546500.00
Lexus,LS 460,2016,Silver,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7882000.00
Lexus,LS 460,2016,White,Petrol,360,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,8230500.00
Lexus,GS F,2016,Black,Petrol,467,8,Automatic,rear wheel drive,4,E,Midsize,Sedan,6.80,8444000.00
Lexus,LS 600h L,2016,Red,Hybrid,438,8,Automatic,all wheel drive,4,F,Large,Sedan,8.08,12044000.00
Subaru,Impreza,2015,Gray,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,Sedan,11.90,2099500.00
Lexus,GX 460,2017,Black,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,5128000.00
Lexus,GX 460,2017,Silver,Petrol,301,8,Automatic,four wheel drive,4,J,Midsize,4dr SUV,6.38,6298000.00
Lexus,IS 200t,2017,Black,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,9.35,3782500.00
Lexus,ES 350,2017,Red,Petrol,268,6,Automatic,front wheel drive,4,E,Midsize,Sedan,8.93,3890000.00
Lexus,IS 300,2017,Silver,Petrol,255,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,4020000.00
Subaru,Impreza,2015,Silver,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2279500.00
Lexus,LX 570,2017,Black,Petrol,383,8,Automatic,four wheel drive,4,J,Large,4dr SUV,5.53,8938000.00
Lexus,GS 200t,2017,White,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,9.35,4631000.00
Lexus,NX 200t,2017,Black,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3508500.00
Lexus,NX 200t,2017,Red,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,9.35,3648500.00
Lexus,NX 200t,2017,Silver,Petrol,235,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,9.35,3718500.00
Lexus,NX 200t,2017,White,Petrol,235,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,9.35,3858500.00
Subaru,Impreza,2015,Blue,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,1969500.00
Lexus,GS 350,2017,White,Petrol,311,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,5036500.00
Lexus,GS 350,2017,Silver,Petrol,311,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.50,5069500.00
Lexus,GS 200t,2017,Black,Petrol,241,4,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.93,5398000.00
Lexus,GS 350,2017,Gray,Petrol,311,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,8.08,5481000.00
Lexus,RC 200t,2017,Silver,Petrol,241,4,Automatic,rear wheel drive,2,S,Midsize,Coupe,9.35,4015500.00
Lexus,RC 300,2017,Black,Petrol,255,6,Automatic,all wheel drive,2,S,Midsize,Coupe,8.08,4277000.00
Lexus,RC 350,2017,Red,Petrol,306,6,Automatic,rear wheel drive,2,S,Midsize,Coupe,8.08,4301000.00
Lexus,RC 350,2017,Black,Petrol,306,6,Automatic,all wheel drive,2,S,Midsize,Coupe,8.08,4517500.00
Lexus,RC F,2017,Black,Petrol,467,8,Automatic,rear wheel drive,2,S,Midsize,Coupe,6.80,6416500.00
Lexus,GS 350,2017,Blue,Petrol,311,6,Automatic,all wheel drive,4,E,Midsize,Sedan,8.08,5655500.00
Lexus,RX 350,2017,Black,Petrol,295,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,4302000.00
Lexus,RX 350,2017,Red,Petrol,295,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.08,4442000.00
Lexus,RX 350,2017,Silver,Petrol,295,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.50,4892000.00
Lexus,RX 350,2017,White,Petrol,295,6,Automatic,all wheel drive,4,J,Midsize,4dr SUV,8.08,5032000.00
Subaru,Impreza,2015,Red,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,Sedan,11.90,2229500.00
Subaru,Impreza,2016,Black,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,1979500.00
Lexus,LS 460,2017,Red,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7252000.00
Lexus,LS 460,2017,Black,Petrol,359,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,7546500.00
Lexus,LS 460,2017,Gray,Petrol,386,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,7882000.00
Lexus,LS 460,2017,Silver,Petrol,359,8,Automatic,all wheel drive,4,F,Large,Sedan,6.80,8230500.00
Maserati,Ghibli,2015,Black,Petrol,404,6,Automatic,all wheel drive,4,E,Midsize,Sedan,6.38,7790000.00
Maserati,Ghibli,2015,Silver,Petrol,345,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,6.38,6980000.00
Maserati,GranTurismo Convertible,2015,Black,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,16107000.00
Maserati,GranTurismo Convertible,2015,White,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,18200900.00
Maserati,GranTurismo Convertible,2015,Blue,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,15046500.00
Maserati,GranTurismo Convertible,2015,Red,Petrol,444,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,14574000.00
Maserati,GranTurismo,2015,Black,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,13282500.00
Maserati,GranTurismo,2015,Silver,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,16562700.00
Maserati,GranTurismo,2015,White,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,15057000.00
Maserati,Quattroporte,2015,Black,Petrol,404,6,Automatic,all wheel drive,4,F,Large,Sedan,6.38,10690000.00
Maserati,Quattroporte,2015,Red,Petrol,523,8,Automatic,rear wheel drive,4,F,Large,Sedan,5.53,14050000.00
Maserati,GranTurismo,2016,Black,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,13282500.00
Maserati,GranTurismo,2016,Blue,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,15057000.00
Maserati,GranTurismo,2016,Red,Petrol,454,8,Automatic,rear wheel drive,2,S,Large,Coupe,5.53,16562700.00
Maserati,GranTurismo Convertible,2016,Black,Petrol,444,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,14574000.00
Maserati,GranTurismo Convertible,2016,White,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,15046500.00
Maserati,GranTurismo Convertible,2016,Red,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,16107000.00
Maserati,GranTurismo Convertible,2016,Silver,Petrol,454,8,Automatic,rear wheel drive,2,S,Midsize,Convertible,5.53,18200900.00
Maserati,Ghibli,2016,White,Petrol,345,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,7.23,7060000.00
Maserati,Ghibli,2016,Black,Petrol,404,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,6.80,7605000.00
Maserati,Ghibli,2016,Red,Petrol,404,6,Automatic,all wheel drive,4,E,Midsize,Sedan,6.80,7855000.00
Maserati,Quattroporte,2016,Blue,Petrol,404,6,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,9990000.00
Maserati,Quattroporte,2016,Red,Petrol,404,6,Automatic,all wheel drive,4,F,Large,Sedan,6.80,10790000.00
Maserati,Quattroporte,2016,Silver,Petrol,523,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,14150000.00
Maserati,Levante,2017,Black,Petrol,345,6,Automatic,all wheel drive,4,J,Large,4dr SUV,5.95,7200000.00
Maserati,Levante,2017,White,Petrol,424,6,Automatic,all wheel drive,4,J,Large,4dr SUV,5.95,8300000.00
Maserati,Ghibli,2017,Black,Petrol,345,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,7.23,7160000.00
Maserati,Ghibli,2017,Silver,Petrol,404,6,Automatic,rear wheel drive,4,E,Midsize,Sedan,6.80,7720000.00
Maserati,Ghibli,2017,White,Petrol,404,6,Automatic,all wheel drive,4,E,Midsize,Sedan,6.80,7970000.00
Maserati,Quattroporte,2017,White,Petrol,404,6,Automatic,rear wheel drive,4,F,Large,Sedan,6.80,10340000.00
Maserati,Quattroporte,2017,Black,Petrol,404,6,Automatic,all wheel drive,4,F,Large,Sedan,6.80,10950000.00
Maserati,Quattroporte,2017,Silver,Petrol,404,6,Automatic,all wheel drive,4,F,Large,Sedan,6.80,11600000.00
Maserati,Quattroporte,2017,Gray,Petrol,404,6,Automatic,all wheel drive,4,F,Large,Sedan,6.80,11600000.00
Maserati,Quattroporte,2017,Red,Petrol,523,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,14550000.00
Maserati,Quattroporte,2017,Blue,Petrol,523,8,Automatic,rear wheel drive,4,F,Large,Sedan,6.38,14550000.00
Subaru,Impreza,2016,Red,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2159500.00
Subaru,Impreza,2016,Blue,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2209500.00
Subaru,Impreza,2016,Silver,Petrol,148,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2359500.00
Subaru,Impreza,2017,White,Petrol,152,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.90,1939500.00
Subaru,Impreza,2017,Gray,Petrol,152,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.90,2119500.00
Subaru,Impreza,2017,Black,Petrol,152,4,Automatic,all wheel drive,4,E,Midsize,Sedan,11.90,2409500.00
Subaru,Impreza,2017,Red,Petrol,152,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,1989500.00
Subaru,Impreza,2017,Silver,Petrol,152,4,Automatic,all wheel drive,4,C,Compact,4dr Hatchback,11.90,2169500.00
Toyota,Corolla,2016,Red,Petrol,132,4,Manual,front wheel drive,4,C,Compact,Sedan,11.90,1730000.00
Mazda,CX-5,2015,Black,Petrol,184,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,10.63,2797000.00
Mazda,CX-5,2015,White,Petrol,184,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,10.20,2922000.00
Mazda,CX-5,2015,Gray,Petrol,184,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,10.20,2621500.00
Mazda,CX-5,2015,Silver,Petrol,184,4,Automatic,front wheel drive,4,J,Midsize,4dr SUV,10.63,2496500.00
Toyota,Corolla,2016,Black,Petrol,132,4,Manual,front wheel drive,4,C,Compact,Sedan,11.90,2166500.00
Mazda,CX-5,2015,Red,Petrol,155,4,Automatic,all wheel drive,4,J,Midsize,4dr SUV,10.63,2419500.00
Honda,Pilot,2016,Red,Petrol,280,6,Automatic,front wheel drive,4,J,Midsize,4dr SUV,8.08,3705500.00
Mazda,CX-9,2015,White,Petrol,273,6,Automatic,all wheel drive,4,J,Large,4dr SUV,6.80,3662500.00
Mazda,CX-9,2015,Gray,Petrol,273,6,Automatic,all wheel drive,4,J,Large,4dr SUV,6.80,3157500.00
